23.5 2.77
23.3 2.84
22.9 2.93
22.2 3.02
21.2 3.11
20.1 3.22
19.8 3.26
19.3 3.34
19.1 3.40
18.9 3.50
18.6 3.57
18.1 3.67
17.6 3.73
16.3 3.83
15.2 3.91
13.7 4.00
14.8 3.93
15.4 3.89
16.2 3.84
16.9 3.79
17.7 3.73
17.4 3.62
18.8 3.54
19.0 3.47
19.0 3.40
19.4 3.29
20.0 3.23
21.0 3.16
21.2 3.11
21.9 3.04
22.4 3.00
22.8 2.93
23.0 2.86
23.3 2.75
23.6 2.68
24.7 2.59
25.1 2.52
25.5 2.43
25.6 2.39
25.8 2.34
26.0 2.31
26.0 2.24
25.9 2.18
26.0 2.08
26.1 1.98
26.2 1.92
26.3 1.87
26.5 1.79
26.6 1.73
26.7 1.67
