2.77 23.5
2.84 23.3
2.93 22.9
3.02 22.2
3.11 21.2
3.22 20.1
3.26 19.8
3.34 19.3
3.40 19.1
3.50 18.9
3.57 18.6
3.67 18.1
3.73 17.6
3.83 16.3
3.91 15.2
4.00 13.7
3.93 14.8
3.89 15.4
3.84 16.2
3.79 16.9
3.73 17.7
3.62 17.4
3.54 18.8
3.47 19.0
3.40 19.0
3.29 19.4
3.23 20.0
3.16 21.0
3.11 21.2
3.04 21.9
3.00 22.4
2.93 22.8
2.86 23.0
2.75 23.3
2.68 23.6
