0 12.8731
1 12.8584
2 12.8442
2.999 12.8295
4 12.813
5 12.7985
6 12.7826
6.999 12.7684
7.999 12.7524
9 12.7373
9.999 12.7225
10.999 12.7078
12 12.6921
13 12.6768
13.999 12.6611
15 12.6462
16 12.6309
17 12.6151
18 12.5997
19.004 12.5799
20 12.5673
21.002 12.5575
21.999 12.5472
23 12.5298
24 12.5199
25 12.5101
26 12.4995
26.999 12.4822
28 12.4613
29 12.4425
30 12.4279
30.999 12.4218
32 12.4136
32.999 12.3998
34 12.3817
34.999 12.3647
35.999 12.3463
36.999 12.3276
38 12.3098
39 12.2983
39.999 12.2884
41 12.2796
41.999 12.2655
43 12.2503
43.999 12.2337
44.999 12.2189
46 12.2041
47 12.1913
48 12.177
49 12.1631
49.999 12.1499
51 12.137
52 12.1192
52.999 12.1024
54 12.0857
54.999 12.0734
55.999 12.0601
57 12.0473
58 12.0322
59 12.0182
60 12.0033
60.999 11.9893
61.999 11.9763
62.999 11.9638
63.999 11.95
64.999 11.936
65.999 11.9238
67 11.9116
68 11.8991
69 11.8865
69.999 11.8739
71 11.8591
71.999 11.8458
73.004 11.8289
73.999 11.8209
75 11.8093
75.999 11.7985
76.999 11.7893
77.999 11.7813
78.999 11.7702
80 11.758
81 11.7479
81.999 11.737
82.999 11.7245
83.999 11.7113
85 11.698
86 11.6842
86.999 11.6719
87.999 11.661
89 11.6493
89.999 11.6359
90.999 11.6232
91.999 11.6102
93 11.5978
93.999 11.5863
95 11.573
96 11.5577
96.999 11.5433
98 11.5287
99 11.5154
99.999 11.5029
101 11.4894
102 11.4766
102.999 11.4623
104 11.4482
105 11.4362
105.999 11.4239
107 11.4118
107.999 11.398
109.004 11.3865
110 11.3723
111 11.3598
112 11.3479
113 11.3362
113.999 11.3229
115 11.3119
116 11.2998
117 11.2879
118 11.2758
119 11.2648
120 11.2527
120.999 11.2423
122 11.2306
123 11.2191
124 11.208
124.999 11.1971
125.999 11.1859
127 11.1757
128 11.1651
129 11.1551
129.999 11.1453
